Source,Year,Weight,Target
UNICEF,1986,42,UNICEF-WHO-1986
UNICEF,1987,10,UNICEF-WB-1987
UNICEF,1987,11,UNICEF-UNFPA-1987
UNICEF,1987,18,UNICEF-UNDP-1987
UNICEF,1987,36,UNICEF-WHO-1987
UNICEF,1988,9,UNICEF-UNFPA-1988
UNICEF,1988,10,UNICEF-WB-1988
UNICEF,1988,23,UNICEF-UNDP-1988
UNICEF,1988,42,UNICEF-WHO-1988
UNICEF,1989,5,UNICEF-UNFPA-1989
UNICEF,1989,14,UNICEF-WB-1989
UNICEF,1989,23,UNICEF-UNDP-1989
UNICEF,1989,57,UNICEF-WHO-1989
UNICEF,1990,2,UNICEF-UNFPA-1990
UNICEF,1990,22,UNICEF-WB-1990
UNICEF,1990,28,UNICEF-UNDP-1990
UNICEF,1990,43,UNICEF-WHO-1990
UNICEF,1991,14,UNICEF-UNFPA-1991
UNICEF,1991,21,UNICEF-WB-1991
UNICEF,1991,25,UNICEF-UNDP-1991
UNICEF,1991,41,UNICEF-WHO-1991
UNICEF,1992,18,UNICEF-WB-1992
UNICEF,1992,18,UNICEF-UNFPA-1992
UNICEF,1992,25,UNICEF-UNDP-1992
UNICEF,1992,65,UNICEF-WHO-1992
UNICEF,1993,13,UNICEF-UNFPA-1993
UNICEF,1993,13,UNICEF-WB-1993
UNICEF,1993,20,UNICEF-UNDP-1993
UNICEF,1993,48,UNICEF-WHO-1993
UNICEF,1994,8,UNICEF-UNFPA-1994
UNICEF,1994,14,UNICEF-UNDP-1994
UNICEF,1994,19,UNICEF-WB-1994
UNICEF,1994,49,UNICEF-WHO-1994
UNICEF,1995,3,UNICEF-UNFPA-1995
UNICEF,1995,5,UNICEF-UNDP-1995
UNICEF,1995,8,UNICEF-WB-1995
UNICEF,1995,34,UNICEF-WHO-1995
UNICEF,1996,2,UNICEF-UNDP-1996
UNICEF,1996,3,UNICEF-UNFPA-1996
UNICEF,1996,3,UNICEF-UNAIDS-1996
UNICEF,1996,9,UNICEF-WB-1996
UNICEF,1996,33,UNICEF-WHO-1996
UNICEF,1997,7,UNICEF-UNAIDS-1997
UNICEF,1997,8,UNICEF-UNFPA-1997
UNICEF,1997,9,UNICEF-UNDP-1997
UNICEF,1997,9,UNICEF-WB-1997
UNICEF,1997,36,UNICEF-WHO-1997
UNICEF,1998,4,UNICEF-UNAIDS-1998
UNICEF,1998,7,UNICEF-UNDP-1998
UNICEF,1998,8,UNICEF-WB-1998
UNICEF,1998,9,UNICEF-UNFPA-1998
UNICEF,1998,17,UNICEF-WHO-1998
UNICEF,1999,2,UNICEF-UNFPA-1999
UNICEF,1999,2,UNICEF-UNAIDS-1999
UNICEF,1999,5,UNICEF-UNDP-1999
UNICEF,1999,6,UNICEF-WB-1999
UNICEF,1999,20,UNICEF-WHO-1999
UNICEF,2000,1,UNICEF-WB-2000
UNICEF,2000,3,UNICEF-WHO-2000
UNICEF,2000,3,UNICEF-UNAIDS-2000
UNICEF,2001,1,UNICEF-UNAIDS-2001
UNICEF,2001,4,UNICEF-UNFPA-2001
UNICEF,2001,4,UNICEF-UNDP-2001
UNICEF,2001,5,UNICEF-GAVI-2001
UNICEF,2001,8,UNICEF-WB-2001
UNICEF,2001,16,UNICEF-WHO-2001
UNICEF,2002,4,UNICEF-UNAIDS-2002
UNICEF,2002,4,UNICEF-UNDP-2002
UNICEF,2002,5,UNICEF-UNFPA-2002
UNICEF,2002,7,UNICEF-GAVI-2002
UNICEF,2002,8,UNICEF-WB-2002
UNICEF,2002,14,UNICEF-WHO-2002
UNICEF,2003,1,UNICEF-GAVI-2003
UNICEF,2003,1,UNICEF-UNFPA-2003
UNICEF,2003,1,UNICEF-UNDP-2003
UNICEF,2003,2,UNICEF-GF-2003
UNICEF,2003,5,UNICEF-WHO-2003
UNICEF,2003,5,UNICEF-WB-2003
UNICEF,2003,8,UNICEF-UNAIDS-2003
UNICEF,2004,1,UNICEF-UNDP-2004
UNICEF,2004,2,UNICEF-GF-2004
UNICEF,2004,2,UNICEF-GAVI-2004
UNICEF,2004,2,UNICEF-WB-2004
UNICEF,2004,5,UNICEF-UNAIDS-2004
UNICEF,2004,10,UNICEF-WHO-2004
UNICEF,2005,1,UNICEF-UNFPA-2005
UNICEF,2005,1,UNICEF-UNDP-2005
UNICEF,2005,1,UNICEF-GAVI-2005
UNICEF,2005,2,UNICEF-GF-2005
UNICEF,2005,2,UNICEF-WB-2005
UNICEF,2005,3,UNICEF-UNAIDS-2005
UNICEF,2005,10,UNICEF-WHO-2005
UNICEF,2006,1,UNICEF-GF-2006
UNICEF,2006,1,UNICEF-GAVI-2006
UNICEF,2006,3,UNICEF-UNFPA-2006
UNICEF,2006,3,UNICEF-UNDP-2006
UNICEF,2006,3,UNICEF-WB-2006
UNICEF,2006,4,UNICEF-WHO-2006
UNICEF,2006,5,UNICEF-UNAIDS-2006
UNICEF,2007,1,UNICEF-WB-2007
UNICEF,2007,1,UNICEF-UNFPA-2007
UNICEF,2007,1,UNICEF-UNDP-2007
UNICEF,2007,1,UNICEF-UNAIDS-2007
UNICEF,2007,1,UNICEF-GF-2007
UNICEF,2007,1,UNICEF-GAVI-2007
UNICEF,2007,6,UNICEF-WHO-2007
UNICEF,2008,1,UNICEF-GF-2008
UNICEF,2008,1,UNICEF-UNDP-2008
UNICEF,2008,1,UNICEF-UNAIDS-2008
UNICEF,2008,1,UNICEF-GAVI-2008
UNICEF,2008,3,UNICEF-WB-2008
UNICEF,2008,3,UNICEF-UNFPA-2008
UNICEF,2008,6,UNICEF-WHO-2008
UNICEF,2009,1,UNICEF-UNAIDS-2009
UNICEF,2009,4,UNICEF-GF-2009
UNICEF,2009,4,UNICEF-UNDP-2009
UNICEF,2009,4,UNICEF-GAVI-2009
UNICEF,2009,7,UNICEF-WB-2009
UNICEF,2009,9,UNICEF-WHO-2009
UNICEF,2009,13,UNICEF-UNFPA-2009
UNICEF,2010,2,UNICEF-WB-2010
UNICEF,2010,2,UNICEF-GAVI-2010
UNICEF,2010,4,UNICEF-UNFPA-2010
UNICEF,2010,4,UNICEF-UNAIDS-2010
UNICEF,2010,5,UNICEF-GF-2010
UNICEF,2010,11,UNICEF-WHO-2010
UNICEF,2011,1,UNICEF-GAVI-2011
UNICEF,2011,1,UNICEF-UNDP-2011
UNICEF,2011,2,UNICEF-GF-2011
UNICEF,2011,2,UNICEF-UNAIDS-2011
UNICEF,2011,4,UNICEF-UNFPA-2011
UNICEF,2011,6,UNICEF-WHO-2011
UNICEF,2011,6,UNICEF-WB-2011
UNICEF,2012,1,UNICEF-UNDP-2012
UNICEF,2012,2,UNICEF-WB-2012
UNICEF,2012,2,UNICEF-GAVI-2012
UNICEF,2012,4,UNICEF-UNFPA-2012
UNICEF,2012,4,UNICEF-UNAIDS-2012
UNICEF,2012,5,UNICEF-GF-2012
UNICEF,2012,12,UNICEF-WHO-2012
UNICEF,2013,1,UNICEF-GF-2013
UNICEF,2013,2,UNICEF-WB-2013
UNICEF,2013,3,UNICEF-UNFPA-2013
UNICEF,2013,3,UNICEF-UNAIDS-2013
UNICEF,2013,3,UNICEF-GAVI-2013
UNICEF,2013,4,UNICEF-UNDP-2013
UNICEF,2013,10,UNICEF-WHO-2013
UNICEF,2014,1,UNICEF-GF-2014
UNICEF,2014,1,UNICEF-UNDP-2014
UNICEF,2014,1,UNICEF-UNFPA-2014
UNICEF,2014,1,UNICEF-UNAIDS-2014
UNICEF,2014,2,UNICEF-GAVI-2014
UNICEF,2014,3,UNICEF-WHO-2014
UNICEF,2014,6,UNICEF-WB-2014
UNICEF,2015,1,UNICEF-UNDP-2015
UNICEF,2015,1,UNICEF-UNFPA-2015
UNICEF,2015,3,UNICEF-GF-2015
UNICEF,2015,3,UNICEF-WB-2015
UNICEF,2015,3,UNICEF-GAVI-2015
UNICEF,2015,5,UNICEF-WHO-2015
UNICEF,2015,5,UNICEF-UNAIDS-2015
UNICEF,2016,1,UNICEF-GF-2016
UNICEF,2016,2,UNICEF-UNDP-2016
UNICEF,2016,4,UNICEF-UNFPA-2016
UNICEF,2016,4,UNICEF-WHO-2016
UNICEF,2016,5,UNICEF-GAVI-2016
UNICEF,2016,7,UNICEF-UNAIDS-2016
UNICEF,2016,9,UNICEF-WB-2016
UNICEF,2017,1,UNICEF-UNDP-2017
UNICEF,2017,1,UNICEF-UNFPA-2017
UNICEF,2017,3,UNICEF-GF-2017
UNICEF,2017,3,UNICEF-WHO-2017
UNICEF,2017,3,UNICEF-UNAIDS-2017
UNICEF,2017,4,UNICEF-WB-2017
UNICEF,2017,5,UNICEF-GAVI-2017
WB,1970,4,WB-WHO-1970
WB,1970,4,WB-UNDP-1970
WB,1971,8,WB-WHO-1971
WB,1972,1,WB-UNDP-1972
WB,1972,3,WB-UNICEF-1972
WB,1972,17,WB-WHO-1972
WB,1973,5,WB-UNICEF-1973
WB,1973,6,WB-UNFPA-1973
WB,1973,9,WB-UNDP-1973
WB,1973,26,WB-WHO-1973
WB,1974,2,WB-UNICEF-1974
WB,1974,9,WB-UNDP-1974
WB,1974,17,WB-WHO-1974
WB,1975,5,WB-UNFPA-1975
WB,1975,7,WB-UNICEF-1975
WB,1975,10,WB-UNDP-1975
WB,1975,17,WB-WHO-1975
WB,1976,6,WB-UNFPA-1976
WB,1976,8,WB-UNICEF-1976
WB,1976,13,WB-UNDP-1976
WB,1976,17,WB-WHO-1976
WB,1977,1,WB-UNICEF-1977
WB,1977,7,WB-UNDP-1977
WB,1977,13,WB-WHO-1977
WB,1978,1,WB-UNDP-1978
WB,1978,2,WB-WHO-1978
WB,1979,1,WB-UNICEF-1979
WB,1979,2,WB-UNDP-1979
WB,1979,9,WB-WHO-1979
WB,1980,2,WB-UNDP-1980
WB,1980,12,WB-WHO-1980
WB,1981,14,WB-WHO-1981
WB,1982,2,WB-UNICEF-1982
WB,1982,5,WB-UNDP-1982
WB,1982,13,WB-WHO-1982
WB,1983,4,WB-UNICEF-1983
WB,1983,8,WB-UNDP-1983
WB,1983,22,WB-WHO-1983
WB,1984,4,WB-UNFPA-1984
WB,1984,4,WB-UNICEF-1984
WB,1984,10,WB-UNDP-1984
WB,1984,18,WB-WHO-1984
WB,1985,8,WB-UNDP-1985
WB,1985,8,WB-WHO-1985
WB,1986,3,WB-UNDP-1986
WB,1986,4,WB-UNFPA-1986
WB,1986,9,WB-WHO-1986
WB,1987,3,WB-UNFPA-1987
WB,1987,6,WB-UNICEF-1987
WB,1987,7,WB-WHO-1987
WB,1987,7,WB-UNDP-1987
WB,1988,1,WB-UNICEF-1988
WB,1988,1,WB-UNDP-1988
WB,1988,1,WB-WHO-1988
WB,1989,2,WB-UNICEF-1989
WB,1989,2,WB-UNDP-1989
WB,1989,2,WB-UNFPA-1989
WB,1989,6,WB-WHO-1989
WB,1990,2,WB-UNFPA-1990
WB,1990,2,WB-UNICEF-1990
WB,1990,2,WB-WHO-1990
WB,1991,1,WB-WHO-1991
WB,1992,2,WB-UNFPA-1992
WB,1992,3,WB-UNICEF-1992
WB,1992,3,WB-UNDP-1992
WB,1992,8,WB-WHO-1992
WB,1993,2,WB-UNFPA-1993
WB,1993,5,WB-UNICEF-1993
WB,1993,7,WB-WHO-1993
WB,1994,1,WB-UNICEF-1994
WB,1994,1,WB-WHO-1994
WB,1995,2,WB-WHO-1995
WB,1997,1,WB-UNDP-1997
WB,1997,1,WB-UNFPA-1997
WB,1997,1,WB-UNAIDS-1997
WB,1997,2,WB-UNICEF-1997
WB,1997,4,WB-WHO-1997
WB,1998,3,WB-UNICEF-1998
WB,1998,3,WB-WHO-1998
WB,1999,2,WB-UNICEF-1999
WB,1999,2,WB-UNDP-1999
WB,1999,7,WB-WHO-1999
WB,2000,3,WB-UNICEF-2000
WB,2000,5,WB-GAVI-2000
WB,2000,5,WB-WHO-2000
WB,2001,1,WB-UNAIDS-2001
WB,2001,2,WB-UNICEF-2001
WB,2001,2,WB-UNDP-2001
WB,2001,3,WB-WHO-2001
WB,2002,4,WB-UNAIDS-2002
WB,2002,5,WB-WHO-2002
WB,2002,7,WB-GF-2002
WB,2003,3,WB-WHO-2003
WB,2003,4,WB-GF-2003
WB,2004,4,WB-WHO-2004
WB,2004,8,WB-UNICEF-2004
WB,2004,11,WB-GF-2004
WB,2005,1,WB-GF-2005
WB,2006,2,WB-GF-2006
WB,2006,2,WB-WHO-2006
WB,2009,1,WB-WHO-2009
WB,2009,1,WB-GF-2009
WB,2009,5,WB-GAVI-2009
WB,2010,3,WB-GF-2010
WB,2012,1,WB-UNICEF-2012
WB,2012,1,WB-WHO-2012
WB,2012,2,WB-GAVI-2012
WB,2013,3,WB-UNICEF-2013
WB,2013,4,WB-WHO-2013
WB,2014,2,WB-GAVI-2014
WB,2015,1,WB-UNICEF-2015
WB,2015,1,WB-GAVI-2015
WB,2015,1,WB-WHO-2015
WB,2016,1,WB-GAVI-2016
WB,2016,2,WB-WHO-2016
WB,2016,3,WB-UNICEF-2016
WB,2017,1,WB-UNICEF-2017
WB,2017,1,WB-GF-2017
WB,2017,1,WB-GAVI-2017
WB,2017,1,WB-WHO-2017
WHO,1970,1,WHO-WB-1970
WHO,1970,27,WHO-UNFPA-1970
WHO,1970,243,WHO-UNICEF-1970
WHO,1970,380,WHO-UNDP-1970
WHO,1971,27,WHO-WB-1971
WHO,1971,101,WHO-UNFPA-1971
WHO,1971,256,WHO-UNICEF-1971
WHO,1971,437,WHO-UNDP-1971
WHO,1972,27,WHO-WB-1972
WHO,1972,128,WHO-UNFPA-1972
WHO,1972,227,WHO-UNICEF-1972
WHO,1972,388,WHO-UNDP-1972
WHO,1973,32,WHO-WB-1973
WHO,1973,153,WHO-UNFPA-1973
WHO,1973,248,WHO-UNICEF-1973
WHO,1973,391,WHO-UNDP-1973
WHO,1974,23,WHO-WB-1974
WHO,1974,133,WHO-UNFPA-1974
WHO,1974,258,WHO-UNICEF-1974
WHO,1974,424,WHO-UNDP-1974
WHO,1975,48,WHO-WB-1975
WHO,1975,123,WHO-UNFPA-1975
WHO,1975,235,WHO-UNICEF-1975
WHO,1975,436,WHO-UNDP-1975
WHO,1977,5,WHO-UNFPA-1977
WHO,1977,16,WHO-WB-1977
WHO,1977,22,WHO-UNDP-1977
WHO,1977,42,WHO-UNICEF-1977
WHO,1979,7,WHO-UNFPA-1979
WHO,1979,8,WHO-WB-1979
WHO,1979,33,WHO-UNICEF-1979
WHO,1979,37,WHO-UNDP-1979
WHO,1981,11,WHO-WB-1981
WHO,1981,11,WHO-UNFPA-1981
WHO,1981,37,WHO-UNDP-1981
WHO,1981,39,WHO-UNICEF-1981
WHO,1983,3,WHO-UNFPA-1983
WHO,1983,6,WHO-WB-1983
WHO,1983,24,WHO-UNICEF-1983
WHO,1983,31,WHO-UNDP-1983
WHO,1985,2,WHO-UNFPA-1985
WHO,1985,17,WHO-WB-1985
WHO,1985,21,WHO-UNDP-1985
WHO,1985,33,WHO-UNICEF-1985
WHO,1987,9,WHO-UNFPA-1987
WHO,1987,16,WHO-WB-1987
WHO,1987,28,WHO-UNDP-1987
WHO,1987,33,WHO-UNICEF-1987
WHO,1989,8,WHO-UNFPA-1989
WHO,1989,13,WHO-UNICEF-1989
WHO,1989,14,WHO-UNDP-1989
WHO,1989,14,WHO-WB-1989
WHO,1991,13,WHO-UNFPA-1991
WHO,1991,20,WHO-WB-1991
WHO,1991,27,WHO-UNDP-1991
WHO,1991,34,WHO-UNICEF-1991
WHO,1993,12,WHO-UNFPA-1993
WHO,1993,13,WHO-UNDP-1993
WHO,1993,27,WHO-WB-1993
WHO,1993,35,WHO-UNICEF-1993
WHO,1995,2,WHO-UNFPA-1995
WHO,1995,2,WHO-UNDP-1995
WHO,1995,2,WHO-WB-1995
WHO,1995,13,WHO-UNICEF-1995
WHO,1996,2,WHO-UNFPA-1996
WHO,1996,3,WHO-UNDP-1996
WHO,1996,10,WHO-WB-1996
WHO,1996,17,WHO-UNICEF-1996
WHO,1997,3,WHO-UNFPA-1997
WHO,1997,3,WHO-WB-1997
WHO,1997,4,WHO-UNAIDS-1997
WHO,1997,5,WHO-UNDP-1997
WHO,1997,12,WHO-UNICEF-1997
WHO,1998,3,WHO-UNAIDS-1998
WHO,1998,8,WHO-UNFPA-1998
WHO,1998,8,WHO-UNDP-1998
WHO,1998,17,WHO-WB-1998
WHO,1998,20,WHO-UNICEF-1998
WHO,1999,5,WHO-UNDP-1999
WHO,1999,6,WHO-UNICEF-1999
WHO,1999,6,WHO-UNAIDS-1999
WHO,1999,19,WHO-WB-1999
WHO,2000,1,WHO-UNICEF-2000
WHO,2000,1,WHO-WB-2000
WHO,2000,4,WHO-GAVI-2000
WHO,2001,1,WHO-WB-2001
WHO,2002,1,WHO-WB-2002
WHO,2002,1,WHO-UNAIDS-2002
WHO,2002,3,WHO-GAVI-2002
WHO,2002,3,WHO-UNICEF-2002
WHO,2003,1,WHO-UNDP-2003
WHO,2003,3,WHO-UNFPA-2003
WHO,2003,3,WHO-GF-2003
WHO,2003,4,WHO-WB-2003
WHO,2003,6,WHO-UNAIDS-2003
WHO,2003,8,WHO-UNICEF-2003
WHO,2004,6,WHO-UNICEF-2004
WHO,2004,15,WHO-WB-2004
WHO,2004,16,WHO-GF-2004
WHO,2004,22,WHO-UNAIDS-2004
WHO,2005,1,WHO-UNICEF-2005
WHO,2005,1,WHO-UNAIDS-2005
WHO,2005,2,WHO-WB-2005
WHO,2005,2,WHO-WB-2005
WHO,2005,5,WHO-UNFPA-2005
WHO,2005,19,WHO-UNICEF-2005
WHO,2006,2,WHO-GF-2006
WHO,2006,3,WHO-GAVI-2006
WHO,2006,3,WHO-UNICEF-2006
WHO,2006,5,WHO-WB-2006
WHO,2007,2,WHO-GF-2007
WHO,2007,2,WHO-UNAIDS-2007
WHO,2008,2,WHO-GAVI-2008
WHO,2008,4,WHO-UNICEF-2008
WHO,2008,7,WHO-WB-2008
WHO,2008,7,WHO-UNDP-2008
WHO,2010,1,WHO-WB-2010
WHO,2010,1,WHO-GF-2010
WHO,2010,2,WHO-GAVI-2010
WHO,2013,1,WHO-GAVI-2013
WHO,2013,1,WHO-GF-2013
WHO,2013,2,WHO-UNICEF-2013
WHO,2013,2,WHO-UNDP-2013
WHO,2013,2,WHO-UNFPA-2013
WHO,2013,4,WHO-WB-2013
WHO,2015,1,WHO-UNDP-2015
WHO,2015,1,WHO-UNFPA-2015
WHO,2015,3,WHO-WB-2015
WHO,2015,4,WHO-UNAIDS-2015
WHO,2015,5,WHO-GF-2015
WHO,2015,6,WHO-GAVI-2015
WHO,2015,13,WHO-UNICEF-2015
WHO,2017,1,WHO-GF-2017
WHO,2017,1,WHO-UNAIDS-2017
WHO,2017,2,WHO-GAVI-2017
WHO,2017,3,WHO-UNDP-2017
WHO,2017,3,WHO-UNFPA-2017
WHO,2017,5,WHO-WB-2017
WHO,2017,9,WHO-UNICEF-2017
GAVI-UNICEF-2001,2001,2,UNICEF
GAVI-WHO-2001,2001,2,WHO
GAVI-WB-2001,2001,2,WB
GAVI-UNICEF-2002,2002,6,UNICEF
GAVI-WHO-2002,2002,4,WHO
GAVI-WB-2002,2002,1,WB
GAVI-UNICEF-2003,2003,11,UNICEF
GAVI-WHO-2003,2003,9,WHO
GAVI-WB-2003,2003,1,WB
GAVI-WHO-2004,2004,18,WHO
GAVI-UNICEF-2004,2004,7,UNICEF
GAVI-WB-2004,2004,5,WB
GAVI-WHO-2005,2005,11,WHO
GAVI-UNICEF-2005,2005,9,UNICEF
GAVI-WB-2005,2005,5,WB
GAVI-WHO-2006,2006,21,WHO
GAVI-UNICEF-2006,2006,14,UNICEF
GAVI-WB-2006,2006,12,WB
GAVI-GF-2006,2006,2,GF
GAVI-WHO-2007,2007,44,WHO
GAVI-UNICEF-2007,2007,25,UNICEF
GAVI-WB-2007,2007,22,WB
GAVI-GF-2007,2007,10,GF
GAVI-UNFPA-2007,2007,3,UNFPA
GAVI-WHO-2008,2008,40,WHO
GAVI-UNICEF-2008,2008,29,UNICEF
GAVI-WB-2008,2008,18,WB
GAVI-UNAIDS-2008,2008,3,UNAIDS
GAVI-WHO-2009,2009,31,WHO
GAVI-WB-2009,2009,23,WB
GAVI-GF-2009,2009,13,GF
GAVI-UNICEF-2009,2009,13,UNICEF
GAVI-WHO-2010,2010,12,WHO
GAVI-WB-2010,2010,11,WB
GAVI-GF-2010,2010,4,GF
GAVI-UNICEF-2010,2010,2,UNICEF
GAVI-WHO-2011,2011,19,WHO
GAVI-UNICEF-2011,2011,9,UNICEF
GAVI-GF-2011,2011,5,GF
GAVI-WB-2011,2011,2,WB
GAVI-WHO-2012,2012,15,WHO
GAVI-UNICEF-2012,2012,9,UNICEF
GAVI-WB-2012,2012,5,WB
GAVI-WHO-2013,2013,29,WHO
GAVI-UNICEF-2013,2013,17,UNICEF
GAVI-WB-2013,2013,8,WB
GAVI-UNAIDS-2013,2013,2,UNAIDS
GAVI-UNFPA-2013,2013,2,UNFPA
GAVI-WHO-2014,2014,29,WHO
GAVI-UNICEF-2014,2014,17,UNICEF
GAVI-WB-2014,2014,5,WB
GAVI-GF-2014,2014,1,GF
GAVI-WHO-2015,2015,30,WHO
GAVI-UNICEF-2015,2015,27,UNICEF
GAVI-WB-2015,2015,5,WB
GAVI-GF-2015,2015,2,GF
GAVI-WHO-2016,2016,23,WHO
GAVI-UNICEF-2016,2016,20,UNICEF
GAVI-WB-2016,2016,5,WB
GAVI-UNFPA-2016,2016,2,UNFPA
GAVI-WHO-2017,2017,22,WHO
GAVI-UNICEF-2017,2017,15,UNICEF
GAVI-GF-2017,2017,14,GF
GAVI-WB-2017,2017,10,WB
GAVI-UNDP-2017,2017,2,UNDP
GF-WHO-2002,2002,25,WHO
GF-WB-2002,2002,23,WB
GF-UNAIDS-2002,2002,14,UNAIDS
GF-UNICEF-2002,2002,2,UNICEF
GF-WHO-2003,2003,19,WHO
GF-WB-2003,2003,12,WB
GF-UNAIDS-2003,2003,11,UNAIDS
GF-UNICEF-2003,2003,1,UNICEF
GF-WHO-2004,2004,26,WHO
GF-UNAIDS-2004,2004,11,UNAIDS
GF-WB-2004,2004,9,WB
GF-UNICEF-2004,2004,2,UNICEF
GF-WHO-2005,2005,27,WHO
GF-WB-2005,2005,27,WB
GF-UNAIDS-2005,2005,17,UNAIDS
GF-WHO-2006,2006,15,WHO
GF-WB-2006,2006,12,WB
GF-UNAIDS-2006,2006,2,UNAIDS
GF-WHO-2007,2007,16,WHO
GF-WB-2007,2007,4,WB
GF-UNAIDS-2007,2007,3,UNAIDS
GF-WHO-2008,2008,9,WHO
GF-WB-2008,2008,3,WB
GF-UNAIDS-2008,2008,1,UNAIDS
GF-WB-2009,2009,6,WB
GF-WHO-2009,2009,4,WHO
GF-GAVI-2009,2009,1,GAVI
GF-WB-2010,2010,6,WB
GF-WHO-2010,2010,3,WHO
GF-UNAIDS-2010,2010,1,UNAIDS
GF-WB-2011,2011,2,WB
GF-WHO-2011,2011,1,WHO
GF-UNAIDS-2011,2011,1,UNAIDS
GF-WB-2012,2012,4,WB
GF-WHO-2012,2012,1,WHO
GF-UNAIDS-2012,2012,1,UNAIDS
GF-WB-2013,2013,1,WB
GF-WB-2014,2014,4,WB
GF-UNAIDS-2014,2014,1,UNAIDS
GF-UNFPA-2015,2015,6,UNFPA
GF-UNAIDS-2015,2015,5,UNAIDS
GF-GAVI-2015,2015,3,GAVI
GF-UNICEF-2015,2015,3,UNICEF
GF-WHO-2015,2015,1,WHO
GF-UNDP-2015,2015,1,UNDP
GF-UNICEF-2016,2016,8,UNICEF
GF-WHO-2016,2016,5,WHO
GF-UNAIDS-2016,2016,5,UNAIDS
GF-UNDP-2016,2016,2,UNDP
GF-WB-2016,2016,1,WB
GF-UNFPA-2016,2016,1,UNFPA
GF-WHO-2017,2017,11,WHO
GF-UNAIDS-2017,2017,7,UNAIDS
GF-GAVI-2017,2017,1,GAVI
GF-UNICEF-2017,2017,1,UNICEF
GF-UNDP-2017,2017,1,UNDP
UNAIDS-WHO-1996,1996,8,WHO
UNAIDS-UNDP-1996,1996,2,UNDP
UNAIDS-UNICEF-1996,1996,2,UNICEF
UNAIDS-WB-1996,1996,1,WB
UNAIDS-UNFPA-1996,1996,1,UNFPA
UNAIDS-WHO-1997,1997,49,WHO
UNAIDS-UNICEF-1997,1997,21,UNICEF
UNAIDS-WB-1997,1997,18,WB
UNAIDS-UNDP-1997,1997,13,UNDP
UNAIDS-UNFPA-1997,1997,8,UNFPA
UNAIDS-WHO-1998,1998,5,WHO
UNAIDS-UNICEF-1998,1998,1,UNICEF
UNAIDS-WHO-1999,1999,63,WHO
UNAIDS-UNICEF-1999,1999,35,UNICEF
UNAIDS-UNDP-1999,1999,33,UNDP
UNAIDS-UNFPA-1999,1999,27,UNFPA
UNAIDS-WB-1999,1999,21,WB
UNAIDS-WHO-2000,2000,11,WHO
UNAIDS-UNICEF-2000,2000,6,UNICEF
UNAIDS-WB-2000,2000,6,WB
UNAIDS-UNFPA-2000,2000,5,UNFPA
UNAIDS-UNDP-2000,2000,1,UNDP
UNAIDS-WHO-2001,2001,60,WHO
UNAIDS-UNICEF-2001,2001,22,UNICEF
UNAIDS-WB-2001,2001,19,WB
UNAIDS-UNDP-2001,2001,17,UNDP
UNAIDS-UNFPA-2001,2001,10,UNFPA
UNAIDS-GF-2001,2001,1,GF
UNAIDS-WHO-2002,2002,32,WHO
UNAIDS-UNICEF-2002,2002,13,UNICEF
UNAIDS-UNFPA-2002,2002,10,UNFPA
UNAIDS-WB-2002,2002,7,WB
UNAIDS-UNDP-2002,2002,4,UNDP
UNAIDS-GF-2002,2002,3,GF
UNAIDS-WHO-2003,2003,39,WHO
UNAIDS-UNICEF-2003,2003,22,UNICEF
UNAIDS-WB-2003,2003,16,WB
UNAIDS-UNFPA-2003,2003,15,UNFPA
UNAIDS-UNDP-2003,2003,13,UNDP
UNAIDS-GF-2003,2003,10,GF
UNAIDS-WHO-2004,2004,35,WHO
UNAIDS-UNDP-2004,2004,14,UNDP
UNAIDS-GF-2004,2004,14,GF
UNAIDS-WB-2004,2004,13,WB
UNAIDS-UNICEF-2004,2004,9,UNICEF
UNAIDS-UNFPA-2004,2004,9,UNFPA
UNAIDS-WHO-2005,2005,22,WHO
UNAIDS-WB-2005,2005,20,WB
UNAIDS-GF-2005,2005,19,GF
UNAIDS-UNICEF-2005,2005,9,UNICEF
UNAIDS-UNDP-2005,2005,3,UNDP
UNAIDS-UNFPA-2005,2005,3,UNFPA
UNAIDS-WHO-2006,2006,16,WHO
UNAIDS-WB-2006,2006,9,WB
UNAIDS-UNICEF-2006,2006,8,UNICEF
UNAIDS-UNFPA-2006,2006,6,UNFPA
UNAIDS-UNDP-2006,2006,6,UNDP
UNAIDS-GF-2006,2006,3,GF
UNAIDS-GF-2007,2007,7,GF
UNAIDS-WHO-2007,2007,1,WHO
UNAIDS-UNFPA-2007,2007,1,UNFPA
UNAIDS-GF-2008,2008,3,GF
UNAIDS-WHO-2008,2008,1,WHO
UNAIDS-GF-2009,2009,10,GF
UNAIDS-GF-2010,2010,17,GF
UNAIDS-WHO-2010,2010,8,WHO
UNAIDS-WB-2010,2010,3,WB
UNAIDS-UNDP-2010,2010,2,UNDP
UNAIDS-UNICEF-2010,2010,2,UNICEF
UNAIDS-UNFPA-2010,2010,1,UNFPA
UNAIDS-WHO-2011,2011,11,WHO
UNAIDS-UNFPA-2011,2011,4,UNFPA
UNAIDS-GF-2011,2011,4,GF
UNAIDS-UNICEF-2011,2011,1,UNICEF
UNAIDS-UNDP-2011,2011,1,UNDP
UNAIDS-WHO-2012,2012,7,WHO
UNAIDS-GF-2012,2012,7,GF
UNAIDS-WB-2012,2012,3,WB
UNAIDS-UNICEF-2012,2012,2,UNICEF
